x1,x2,y
0.1,0.1,1.0
0.10260521042084168,0.10581162324649299,0.9694798874430096
0.10521042084168337,0.11162324649298598,0.9421101866982452
0.10781563126252505,0.11743486973947896,0.9174219399838298
0.11042084168336674,0.12324649298597196,0.895034640337895
0.11302605210420842,0.12905811623246494,0.8746363163338555
0.1156312625250501,0.13486973947895792,0.8559687657692022
0.11823647294589179,0.1406813627254509,0.8388164493796173
0.12084168336673347,0.14649298597194388,0.822998028182844
0.12344689378757515,0.1523046092184369,0.8083598383248769
0.12605210420841684,0.15811623246492987,0.7947708049329241
0.1286573146292585,0.16392785571142285,0.7821184378621953
0.1312625250501002,0.16973947895791583,0.7703056500396364
0.13386773547094188,0.17555110220440884,0.7592482077799487
0.13647294589178355,0.18136272545090182,0.7488726713165703
0.13907815631262524,0.1871743486973948,0.7391147190019419
0.14168336673346693,0.19298597194388778,0.7299177742997216
0.14428857715430862,0.19879759519038076,0.7212318736064659
0.14689378757515031,0.20460921843687374,0.7130127270199205
0.14949899799599198,0.21042084168336672,0.7052209347508933
0.15210420841683367,0.21623246492985973,0.6978213298963564
0.15470941883767536,0.2220440881763527,0.6907824244227372
0.15731462925851702,0.2278557114228457,0.6840759399322405
0.15991983967935872,0.23366733466933867,0.677676408451505
0.1625250501002004,0.23947895791583165,0.6715608313475699
0.16513026052104207,0.24529058116232466,0.6657083867307452
0.16773547094188376,0.25110220440881764,0.6601001774889518
0.17034068136272545,0.2569138276553106,0.6547190135196715
0.17294589178356712,0.2627254509018036,0.6495492228642156
0.1755511022044088,0.2685370741482966,0.6445764873658087
0.1781563126252505,0.2743486973947896,0.6397876992150046
0.18076152304609217,0.2801603206412826,0.6351708353494192
0.18336673346693386,0.2859719438877756,0.6307148471678834
0.18597194388777555,0.29178356713426856,0.6264095634238106
0.1885771543086172,0.29759519038076154,0.6222456044961711
0.1911823647294589,0.3034068136272545,0.6182143065125248
0.1937875751503006,0.3092184368737475,0.614307654027946
0.19639278557114226,0.3150300601202405,0.6105182201549643
0.19899799599198395,0.32084168336673347,0.6068391131997508
0.20160320641282564,0.32665330661322645,0.6032639289942524
0.2042084168336673,0.3324649298597194,0.5997867082272857
0.206813627254509,0.3382765531062124,0.596401898173406
0.2094188376753507,0.3440881763527054,0.5931043182995855
0.21202404809619235,0.34989979959919837,0.5898891292988385
0.21462925851703404,0.35571142284569135,0.5867518051588506
0.21723446893787574,0.36152304609218433,0.5836881079240784
0.2198396793587174,0.3673346693386773,0.580694064853015
0.22244488977955912,0.3731462925851703,0.5777659477094795
0.22505010020040078,0.3789579158316633,0.5749002539588302
0.22765531062124247,0.38476953907815636,0.5720936896676839
0.23026052104208414,0.39058116232464934,0.5693431539297004
0.23286573146292583,0.3963927855711423,0.5666457246607973
0.23547094188376752,0.4022044088176353,0.563998645625276
0.23807615230460918,0.4080160320641283,0.5613993145701137
0.24068136272545088,0.41382765531062127,0.5588452723584749
0.24328657314629257,0.41963927855711425,0.5563341930055589
0.24589178356713423,0.42545090180360723,0.5538638745304919
0.24849699398797592,0.4312625250501002,0.5514322305472747
0.2511022044088176,0.4370741482965932,0.5490372825259808
0.2537074148296593,0.44288577154308617,0.5466771526626312
0.25631262525050097,0.44869739478957915,0.5443500573025445
0.25891783567134263,0.45450901803607213,0.5420543008676127
